filename,match_start_time,cast_success_own,interrupt_success_own,times_interrupted,precog_gained_own,precog_gained_enemy,purges_own,damage_done,healing_done,deaths_caused,times_died,spells_cast,spells_purged
2025-01-04_15-21-21_-_Phlurbotomy_-_3v3_Enigma_Crucible_(Loss).mp4,2025-01-04T15:22:53,67,1,3,0,0,2,0,0,0,0,Demonic Circle; Soulburn; Demonic Gateway; Curse of Weakness; Unstable Affliction; Howl of Terror; Curse of Exhaustion; Haunt; Shadow Bolt; Amplify Curse; Curse of Weakness; Curse of Tongues; Phantom Singularity; Shadow Bolt; Soul Rot; Fear; Dark Pact; Summon Darkglare; Malefic Rapture; Malefic Rapture; Malefic Rapture; Malefic Rapture; Malefic Rapture; Shadow Bolt; Haunt; Curse of Tongues; Shadow Bolt; Spell Lock; Malefic Rapture; Shadow Bolt; Demonic Circle: Teleport; Malefic Rapture; Unstable Affliction; Haunt; Shadow Bolt; Howl of Terror; Shadow Bolt; Agony; Agony; Corruption; Malefic Rapture; Curse of Tongues; Dark Pact; Shadow Bolt; Haunt; Shadow Bolt; Phantom Singularity; Shadow Bolt; Curse of Tongues; Curse of Tongues; Malefic Rapture; Unstable Affliction; Demonic Circle: Teleport; Gladiator's Medallion; Howl of Terror; Haunt; Shadow Bolt; Shadow Bolt; Soul Rot; Malefic Rapture; Soulburn; Unending Resolve; Healthstone; Shadow Bolt; Curse of Tongues; Malefic Rapture; Malefic Rapture,367364; 381752
2025-01-04_15-26-21_-_Phlurbotomy_-_3v3_Robodrome_(Win).mp4,2025-01-04T15:28:54,112,2,4,2,1,7,0,0,0,0,Demonic Circle; Soulburn; Demonic Gateway; Unstable Affliction; Curse of Weakness; Howl of Terror; Curse of Exhaustion; Dark Pact; Curse of Tongues; Spell Lock; Unstable Affliction; Soul Rot; Curse of Tongues; Amplify Curse; Curse of Tongues; Curse of Exhaustion; Curse of Exhaustion; Phantom Singularity; Haunt; Shadow Bolt; Malefic Rapture; Curse of Exhaustion; Shadow Bolt; Soulburn; Summon Darkglare; Shadow Bolt; Demonic Circle; Curse of Weakness; Malefic Rapture; Malefic Rapture; Malefic Rapture; Haunt; Shadow Bolt; Shadow Bolt; Howl of Terror; Unstable Affliction; Curse of Exhaustion; Curse of Tongues; Dark Pact; Agony; Corruption; Shadow Bolt; Fear; Haunt; Shadow Bolt; Phantom Singularity; Curse of Exhaustion; Unstable Affliction; Soulburn; Demonic Circle: Teleport; Fear; Fear; Unstable Affliction; Curse of Weakness; Corruption; Bull Rush; Shadow Bolt; Curse of Tongues; Spell Lock; Malefic Rapture; Gladiator's Medallion; Howl of Terror; Curse of Exhaustion; Healthstone; Unending Resolve; Soul Rot; Malefic Rapture; Fear; Shadow Bolt; Haunt; Unstable Affliction; Shadow Bolt; Curse of Exhaustion; Curse of Exhaustion; Dark Pact; Malefic Rapture; Curse of Exhaustion; Curse of Exhaustion; Phantom Singularity; Malefic Rapture; Fear; Unstable Affliction; Haunt; Fear; Shadow Bolt; Shadow Bolt; Shadow Bolt; Curse of Tongues; Curse of Tongues; Spell Lock; Shadow Bolt; Haunt; Curse of Exhaustion; Corruption; Shadow Bolt; Curse of Tongues; Fear; Shadow Bolt; Dark Pact; Curse of Exhaustion; Howl of Terror; Fear; Unstable Affliction; Soul Rot; Fear; Shadow Bolt; Haunt; Soulburn; Summon Darkglare; Amplify Curse; Curse of Exhaustion; Phantom Singularity,381754; 378464; 1022; 210256; 381752; 378464; 378464
2025-01-04_15-36-21_-_Phlurbotomy_-_3v3_Nokhudon_(Loss).mp4,2025-01-04T15:36:34,184,3,6,2,4,10,0,0,0,0,Soulburn; Demonic Gateway; Demonic Circle; Unstable Affliction; Amplify Curse; Curse of Weakness; Phantom Singularity; Dark Pact; Howl of Terror; Curse of Exhaustion; Curse of Tongues; Shadow Bolt; Fear; Unstable Affliction; Fear; Curse of Exhaustion; Curse of Weakness; Shadow Bolt; Demonic Circle: Teleport; Corruption; Gladiator's Medallion; Spell Lock; Unstable Affliction; Shadow Bolt; Curse of Exhaustion; Haunt; Curse of Exhaustion; Soulburn; Malefic Rapture; Shadow Bolt; Healthstone; Curse of Exhaustion; Shadow Bolt; Soul Rot; Phantom Singularity; Soulburn; Summon Darkglare; Dark Pact; Curse of Tongues; Howl of Terror; Curse of Exhaustion; Haunt; Shadow Bolt; Shadow Bolt; Malefic Rapture; Malefic Rapture; Malefic Rapture; Malefic Rapture; Curse of Exhaustion; Shadow Bolt; Spell Lock; Unstable Affliction; Haunt; Fear; Shadow Bolt; Curse of Weakness; Fear; Fear; Fear; Shadow Bolt; Phantom Singularity; Malefic Rapture; Dark Pact; Howl of Terror; Malefic Rapture; Shadow Bolt; Malefic Rapture; Haunt; Shadow Bolt; Curse of Exhaustion; Fear; Agony; Unending Resolve; Demonic Circle: Teleport; Shadow Bolt; Curse of Exhaustion; Corruption; Malefic Rapture; Bull Rush; Spell Lock; Malefic Rapture; Curse of Exhaustion; Curse of Exhaustion; Unstable Affliction; Shadow Bolt; Haunt; Shadow Bolt; Shadow Bolt; Dark Pact; Curse of Tongues; Unstable Affliction; Phantom Singularity; Shadow Bolt; Soul Rot; Malefic Rapture; Malefic Rapture; Malefic Rapture; Demonic Circle: Teleport; Soulburn; Howl of Terror; Haunt; Shadow Bolt; Amplify Curse; Fear; Fel Domination; Spell Lock; Summon Felhunter; Fear; Unstable Affliction; Fear; Fear; Fear; Fear; Agony; Corruption; Curse of Tongues; Unstable Affliction; Haunt; Shadow Bolt; Dark Pact; Summon Darkglare; Soulburn; Phantom Singularity; Corruption; Shadow Bolt; Howl of Terror; Malefic Rapture; Agony; Haunt; Unstable Affliction; Shadow Bolt; Fear; Shadow Bolt; Soul Rot; Malefic Rapture; Curse of Exhaustion; Shadow Bolt; Haunt; Shadow Bolt; Unstable Affliction; Fear; Curse of Exhaustion; Dark Pact; Shadow Bolt; Unstable Affliction; Haunt; Shadow Bolt; Malefic Rapture; Curse of Exhaustion; Fear; Curse of Exhaustion; Phantom Singularity; Shadow Bolt; Agony; Howl of Terror; Fear; Unstable Affliction; Amplify Curse; Curse of Exhaustion; Fear; Curse of Tongues; Haunt; Shadow Bolt; Shadow Bolt; Malefic Rapture; Malefic Rapture; Malefic Rapture; Fear; Unstable Affliction; Shadow Bolt; Malefic Rapture; Shadow Bolt; Curse of Exhaustion; Fear; Dark Pact; Unstable Affliction; Fear; Curse of Exhaustion; Unstable Affliction; Fear; Haunt; Shadow Bolt; Agony; Phantom Singularity,366155; 381748; 381754; 210256; 378464; 378464; 378464; 210256; 366155; 210256
2025-01-04_15-41-50_-_Phlurbotomy_-_3v3_Ashamane's_Fall_(Loss).mp4,2025-01-04T15:45:08,73,2,2,0,3,5,0,0,0,0,Demonic Circle; Soulburn; Demonic Gateway; Curse of Exhaustion; Dark Pact; Curse of Exhaustion; Unstable Affliction; Fear; Spell Lock; Curse of Exhaustion; Agony; Curse of Exhaustion; Phantom Singularity; Shadow Bolt; Corruption; Haunt; Shadow Bolt; Demonic Circle: Teleport; Unstable Affliction; Malefic Rapture; Malefic Rapture; Amplify Curse; Curse of Exhaustion; Fear; Shadow Bolt; Dark Pact; Haunt; Fear; Shadow Bolt; Soul Rot; Summon Darkglare; Soulburn; Spell Lock; Malefic Rapture; Shadow Bolt; Malefic Rapture; Malefic Rapture; Agony; Phantom Singularity; Haunt; Shadow Bolt; Shadow Bolt; Curse of Tongues; Curse of Exhaustion; Fear; Spell Lock; Curse of Tongues; Curse of Exhaustion; Demonic Circle: Teleport; Howl of Terror; Curse of Exhaustion; Haunt; Fear; Unstable Affliction; Fear; Shadow Bolt; Dark Pact; Shadow Bolt; Curse of Exhaustion; Curse of Exhaustion; Malefic Rapture; Agony; Shadow Bolt; Haunt; Shadow Bolt; Malefic Rapture; Amplify Curse; Curse of Weakness; Spell Lock; Curse of Exhaustion; Demonic Circle: Teleport; Curse of Exhaustion; Fear,1044; 1044; 381748; 1044; 378464
2025-01-04_20-00-53_-_Sluglishphsh_-_3v3_Nagrand_(Loss).mp4,2025-01-04T20:04:55,119,2,4,1,2,6,0,0,0,1,Demonic Circle; Soulburn; Demonic Gateway; Unstable Affliction; Curse of Weakness; Phantom Singularity; Dark Pact; Curse of Exhaustion; Curse of Weakness; Soulburn; Howl of Terror; Unstable Affliction; Agony; Curse of Exhaustion; Agony; Demonic Circle: Teleport; Shadow Bolt; Corruption; Malefic Rapture; Malefic Rapture; Unstable Affliction; Haunt; Shadow Bolt; Shadow Bolt; Malefic Rapture; Corruption; Agony; Agony; Corruption; Soulburn; Healthstone; Soul Rot; Unstable Affliction; Haunt; Dark Pact; Spatial Rift; Phantom Singularity; Demonic Circle; Shadow Bolt; Fear; Spatial Rift; Malefic Rapture; Soulburn; Summon Darkglare; Shadow Bolt; Agony; Corruption; Howl of Terror; Fear; Fear; Haunt; Amplify Curse; Curse of Weakness; Shadow Bolt; Spell Lock; Shadow Bolt; Shadow Bolt; Malefic Rapture; Curse of Exhaustion; Curse of Tongues; Soulburn; Corruption; Agony; Demonic Circle: Teleport; Curse of Exhaustion; Shadow Bolt; Unending Resolve; Haunt; Dark Pact; Shadow Bolt; Phantom Singularity; Shadow Bolt; Howl of Terror; Haunt; Curse of Exhaustion; Curse of Tongues; Agony; Fel Domination; Summon Felhunter; Spell Lock; Shadow Bolt; Soul Rot; Shadow Bolt; Agony; Fear; Fear; Shadow Bolt; Haunt; Shadow Bolt; Curse of Tongues; Agony; Curse of Exhaustion; Soulburn; Malefic Rapture; Malefic Rapture; Unstable Affliction; Dark Pact; Demonic Circle: Teleport; Malefic Rapture; Shadow Bolt; Phantom Singularity; Fear; Gladiator's Medallion; Howl of Terror; Shadow Bolt; Curse of Weakness; Corruption; Curse of Exhaustion; Soulburn; Demonic Gateway; Curse of Exhaustion; Fear; Unstable Affliction; Haunt; Shadow Bolt; Shadow Bolt; Unstable Affliction; Soulburn; Summon Darkglare,378464; 1044; 381752; 1044; 381748; 1022
2025-01-04_20-10-32_-_Sluglishphsh_-_3v3_Black_Rook_(Loss).mp4,2025-01-04T20:12:14,69,0,1,2,1,3,0,0,0,1,Soulburn; Demonic Gateway; Unstable Affliction; Amplify Curse; Curse of Weakness; Phantom Singularity; Curse of Exhaustion; Fear; Dark Pact; Shadow Bolt; Malefic Rapture; Curse of Tongues; Malefic Rapture; Malefic Rapture; Demonic Circle: Teleport; Curse of Exhaustion; Shadow Bolt; Agony; Soul Rot; Haunt; Shadow Bolt; Gladiator's Medallion; Curse of Exhaustion; Soulburn; Summon Darkglare; Malefic Rapture; Malefic Rapture; Shadow Bolt; Corruption; Malefic Rapture; Corruption; Shadow Bolt; Curse of Exhaustion; Spatial Rift; Spatial Rift; Howl of Terror; Haunt; Fear; Shadow Bolt; Unstable Affliction; Phantom Singularity; Malefic Rapture; Drain Life; Dark Pact; Demonic Circle: Teleport; Shadow Bolt; Spell Lock; Unending Resolve; Soulburn; Healthstone; Health Funnel; Fear; Unstable Affliction; Agony; Corruption; Corruption; Agony; Unstable Affliction; Haunt; Shadow Bolt; Corruption; Shadow Bolt; Malefic Rapture; Curse of Tongues; Corruption; Howl of Terror; Soulburn; Demonic Circle: Teleport; Shadow Bolt,378464; 381748; 1044
2025-01-04_20-15-32_-_Sluglishphsh_-_3v3_Enigma_Crucible_(Win).mp4,2025-01-04T20:17:37,90,1,3,2,0,5,0,0,0,0,Soulburn; Demonic Gateway; Demonic Circle; Amplify Curse; Curse of Tongues; Phantom Singularity; Shadow Bolt; Curse of Exhaustion; Dark Pact; Howl of Terror; Curse of Tongues; Fear; Unstable Affliction; Curse of Exhaustion; Shadow Bolt; Agony; Malefic Rapture; Shadow Bolt; Soul Rot; Unstable Affliction; Haunt; Shadow Bolt; Curse of Tongues; Curse of Tongues; Soulburn; Summon Darkglare; Shadow Bolt; Demonic Circle: Teleport; Shadow Bolt; Fear; Unstable Affliction; Nether Ward; Haunt; Shadow Bolt; Shadow Bolt; Fear; Curse of Tongues; Dark Pact; Soulburn; Healthstone; Shadow Bolt; Curse of Weakness; Phantom Singularity; Howl of Terror; Spell Lock; Unstable Affliction; Curse of Exhaustion; Fear; Unstable Affliction; Amplify Curse; Curse of Exhaustion; Shadow Bolt; Haunt; Fear; Shadow Bolt; Malefic Rapture; Malefic Rapture; Demonic Circle; Fel Domination; Summon Felhunter; Soul Rot; Curse of Tongues; Curse of Tongues; Shadow Bolt; Shadow Bolt; Agony; Haunt; Unstable Affliction; Shadow Bolt; Nether Ward; Malefic Rapture; Malefic Rapture; Fear; Dark Pact; Gladiator's Medallion; Howl of Terror; Shadow Bolt; Phantom Singularity; Malefic Rapture; Shadow Bolt; Fear; Unstable Affliction; Malefic Rapture; Haunt; Shadow Bolt; Curse of Exhaustion; Curse of Tongues; Unstable Affliction; Haunt; Shadow Bolt,266030; 8936; 1126; 387385; 1126
2025-01-04_20-40-32_-_Sluglishphsh_-_3v3_Ruins_of_Lordaeron_(Win).mp4,2025-01-04T20:45:16,62,1,0,1,0,3,0,0,0,0,Soulburn; Demonic Gateway; Unstable Affliction; Amplify Curse; Curse of Weakness; Phantom Singularity; Dark Pact; Curse of Exhaustion; Shadow Bolt; Curse of Tongues; Curse of Tongues; Demonic Circle: Teleport; Spell Lock; Soulburn; Unstable Affliction; Shadow Bolt; Soul Rot; Corruption; Curse of Tongues; Curse of Tongues; Howl of Terror; Unstable Affliction; Curse of Tongues; Haunt; Shadow Bolt; Shadow Bolt; Summon Darkglare; Malefic Rapture; Malefic Rapture; Shadow Bolt; Curse of Tongues; Malefic Rapture; Malefic Rapture; Demonic Circle: Teleport; Dark Pact; Phantom Singularity; Soulburn; Healthstone; Shadow Bolt; Curse of Weakness; Unstable Affliction; Fear; Curse of Exhaustion; Shadow Bolt; Haunt; Shadow Bolt; Soulburn; Grimoire of Sacrifice; Shadow Bolt; Malefic Rapture; Agony; Agony; Howl of Terror; Malefic Rapture; Spatial Rift; Gladiator's Medallion; Spatial Rift; Haunt; Shadow Bolt; Curse of Exhaustion; Unstable Affliction; Shadow Bolt,381752; 381748; 366155
2025-01-04_20-46-58_-_Sluglishphsh_-_3v3_Empyrean_Domain_(Win).mp4,2025-01-04T20:50:13,77,2,5,2,1,6,0,0,0,0,Demonic Circle; Soulburn; Demonic Gateway; Spell Lock; Dark Pact; Curse of Exhaustion; Curse of Exhaustion; Unstable Affliction; Phantom Singularity; Fear; Fear; Curse of Exhaustion; Demonic Circle: Teleport; Unstable Affliction; Curse of Tongues; Haunt; Curse of Weakness; Shadow Bolt; Soul Rot; Summon Darkglare; Malefic Rapture; Gladiator's Medallion; Shadow Bolt; Shadow Bolt; Dark Pact; Agony; Malefic Rapture; Fear; Haunt; Shadow Bolt; Shadow Bolt; Phantom Singularity; Malefic Rapture; Howl of Terror; Curse of Exhaustion; Malefic Rapture; Unstable Affliction; Spatial Rift; Shadow Bolt; Unstable Affliction; Curse of Exhaustion; Spatial Rift; Demonic Circle: Teleport; Curse of Weakness; Soulburn; Healthstone; Shadow Bolt; Agony; Haunt; Shadow Bolt; Curse of Exhaustion; Agony; Curse of Tongues; Spell Lock; Shadow Bolt; Agony; Agony; Dark Pact; Corruption; Unstable Affliction; Fear; Corruption; Shadow Bolt; Curse of Exhaustion; Malefic Rapture; Malefic Rapture; Malefic Rapture; Malefic Rapture; Unstable Affliction; Soul Rot; Haunt; Shadow Bolt; Howl of Terror; Shadow Bolt; Agony; Curse of Exhaustion; Unstable Affliction,381748; 378464; 1044; 1044; 381752; 1044
2025-01-04_20-52-37_-_Sluglishphsh_-_3v3_Black_Rook_(Win).mp4,2025-01-04T20:54:14,112,2,4,1,3,0,0,0,0,0,Soulburn; Demonic Gateway; Dark Pact; Curse of Tongues; Curse of Exhaustion; Phantom Singularity; Corruption; Soulburn; Spell Lock; Demonic Circle: Teleport; Curse of Exhaustion; Curse of Exhaustion; Unstable Affliction; Shadow Bolt; Haunt; Shadow Bolt; Soulburn; Summon Darkglare; Fear; Soul Rot; Malefic Rapture; Malefic Rapture; Malefic Rapture; Shadow Bolt; Fear; Fel Domination; Summon Felhunter; Grimoire of Sacrifice; Curse of Exhaustion; Curse of Exhaustion; Dark Pact; Shadow Bolt; Nether Ward; Unstable Affliction; Shadow Bolt; Haunt; Curse of Exhaustion; Shadow Bolt; Phantom Singularity; Howl of Terror; Unstable Affliction; Fear; Shadow Bolt; Spell Lock; Fear; Agony; Fear; Curse of Exhaustion; Haunt; Shadow Bolt; Curse of Exhaustion; Malefic Rapture; Malefic Rapture; Malefic Rapture; Unstable Affliction; Agony; Fear; Haunt; Fear; Shadow Bolt; Dark Pact; Shadow Bolt; Soul Rot; Malefic Rapture; Nether Ward; Demonic Circle: Teleport; Soulburn; Healthstone; Howl of Terror; Curse of Exhaustion; Haunt; Curse of Tongues; Phantom Singularity; Shadow Bolt; Spell Lock; Malefic Rapture; Curse of Exhaustion; Shadow Bolt; Malefic Rapture; Unstable Affliction; Malefic Rapture; Haunt; Shadow Bolt; Agony; Curse of Tongues; Curse of Exhaustion; Fear; Unstable Affliction; Curse of Tongues; Shadow Bolt; Haunt; Dark Pact; Shadow Bolt; Spell Lock; Curse of Exhaustion; Phantom Singularity; Curse of Exhaustion; Shadow Bolt; Fear; Spatial Rift; Spatial Rift; Gladiator's Medallion; Shadow Bolt; Soulburn; Summon Darkglare; Curse of Exhaustion; Shadow Bolt; Nether Ward; Unstable Affliction; Haunt; Soul Rot; Agony,
2025-01-04_21-00-32_-_Phlurbotomy_-_3v3_Empyrean_Domain_(Win).mp4,2025-01-04T21:03:24,67,0,1,2,0,0,0,0,0,0,Demonic Circle; Soulburn; Demonic Gateway; Dark Pact; Curse of Exhaustion; Fear; Demonic Circle: Teleport; Amplify Curse; Curse of Weakness; Unstable Affliction; Curse of Exhaustion; Shadow Bolt; Soul Rot; Phantom Singularity; Haunt; Shadow Bolt; Curse of Exhaustion; Curse of Exhaustion; Shadow Bolt; Malefic Rapture; Gladiator's Medallion; Howl of Terror; Fear; Unstable Affliction; Curse of Exhaustion; Curse of Tongues; Curse of Exhaustion; Unstable Affliction; Haunt; Shadow Bolt; Curse of Exhaustion; Curse of Exhaustion; Malefic Rapture; Curse of Exhaustion; Unstable Affliction; Shadow Bolt; Dark Pact; Summon Darkglare; Malefic Rapture; Malefic Rapture; Shadow Bolt; Fear; Haunt; Shadow Bolt; Shadow Bolt; Phantom Singularity; Malefic Rapture; Demonic Circle: Teleport; Curse of Exhaustion; Howl of Terror; Fear; Malefic Rapture; Malefic Rapture; Shadow Bolt; Shadow Bolt; Unstable Affliction; Haunt; Shadow Bolt; Soul Rot; Malefic Rapture; Malefic Rapture; Malefic Rapture; Shadow Bolt; Unstable Affliction; Dark Pact; Haunt; Shadow Bolt,
2025-01-04_21-10-32_-_Phlurbotomy_-_3v3_Hook_Point_(Loss).mp4,2025-01-04T21:11:55,59,0,3,2,0,0,0,0,0,1,Demonic Circle; Soulburn; Demonic Gateway; Amplify Curse; Unstable Affliction; Curse of Weakness; Curse of Exhaustion; Corruption; Howl of Terror; Phantom Singularity; Dark Pact; Drain Life; Corruption; Demonic Circle: Teleport; Curse of Exhaustion; Shadow Bolt; Nether Ward; Corruption; Agony; Agony; Agony; Unstable Affliction; Haunt; Curse of Weakness; Soul Rot; Soulburn; Summon Darkglare; Shadow Bolt; Shadow Bolt; Malefic Rapture; Shadow Bolt; Agony; Agony; Corruption; Haunt; Shadow Bolt; Howl of Terror; Demonic Circle: Teleport; Shadow Bolt; Dark Pact; Malefic Rapture; Fear; Phantom Singularity; Curse of Exhaustion; Shadow Bolt; Spell Lock; Curse of Tongues; Nether Ward; Gladiator's Medallion; Healthstone; Curse of Exhaustion; Shadow Bolt; Unending Resolve; Haunt; Fear; Unstable Affliction; Curse of Weakness; Howl of Terror; Drain Life,
2025-01-04_21-13-56_-_Phlurbotomy_-_3v3_Tiger's_Peak_(Win).mp4,2025-01-04T21:15:23,39,0,2,1,0,0,0,0,0,0,Soulburn; Demonic Gateway; Demonic Circle; Curse of Exhaustion; Dark Pact; Curse of Exhaustion; Curse of Exhaustion; Bull Rush; Howl of Terror; Curse of Exhaustion; Shadow Bolt; Fear; Unstable Affliction; Curse of Exhaustion; Curse of Exhaustion; Shadow Bolt; Agony; Curse of Exhaustion; Fear; Fear; Unstable Affliction; Shadow Bolt; Curse of Exhaustion; Unstable Affliction; Dark Pact; Haunt; Phantom Singularity; Shadow Bolt; Soul Rot; Malefic Rapture; Demonic Circle: Teleport; Howl of Terror; Shadow Bolt; Gladiator's Medallion; Fear; Curse of Exhaustion; Unstable Affliction; Amplify Curse; Curse of Exhaustion,
2025-01-04_21-16-57_-_Phlurbotomy_-_3v3_Nokhudon_(Win).mp4,2025-01-04T21:18:16,143,0,3,2,1,0,0,0,0,0,Soulburn; Demonic Gateway; Demonic Circle; Unstable Affliction; Amplify Curse; Curse of the Satyr; Curse of Tongues; Phantom Singularity; Wither; Curse of Exhaustion; Soulburn; Summon Darkglare; Malevolence; Dark Pact; Demonic Circle: Teleport; Malefic Rapture; Haunt; Shadow Bolt; Curse of Exhaustion; Howl of Terror; Curse of the Satyr; Curse of the Satyr; Nether Ward; Shadow Bolt; Unstable Affliction; Wither; Wither; Curse of the Satyr; Gladiator's Medallion; Curse of Exhaustion; Shadow Bolt; Spell Lock; Haunt; Shadow Bolt; Malefic Rapture; Wither; Agony; Unstable Affliction; Phantom Singularity; Wither; Agony; Drain Life; Dark Pact; Curse of the Satyr; Demonic Circle: Teleport; Curse of Exhaustion; Shadow Bolt; Wither; Fear; Nether Ward; Shadow Bolt; Shadow Bolt; Malevolence; Curse of the Satyr; Malefic Rapture; Wither; Wither; Agony; Amplify Curse; Curse of Exhaustion; Shadow Bolt; Shadow Bolt; Drain Life; Wither; Howl of Terror; Agony; Curse of the Satyr; Shadow Bolt; Phantom Singularity; Unstable Affliction; Curse of Exhaustion; Dark Pact; Unending Resolve; Demonic Circle: Teleport; Soulburn; Healthstone; Malefic Rapture; Spell Lock; Shadow Bolt; Haunt; Shadow Bolt; Curse of Exhaustion; Bull Rush; Curse of the Satyr; Nether Ward; Wither; Drain Life; Curse of Exhaustion; Curse of Exhaustion; Curse of Exhaustion; Shadow Bolt; Soulburn; Summon Darkglare; Malevolence; Shadow Bolt; Haunt; Shadow Bolt; Shadow Bolt; Demonic Gateway; Soulburn; Curse of the Satyr; Dark Pact; Phantom Singularity; Unstable Affliction; Spell Lock; Shadow Bolt; Wither; Malefic Rapture; Drain Life; Howl of Terror; Wither; Wither; Amplify Curse; Curse of the Satyr; Shadow Bolt; Nether Ward; Curse of the Satyr; Curse of Exhaustion; Shadow Bolt; Spell Lock; Unstable Affliction; Malefic Rapture; Curse of the Satyr; Curse of Exhaustion; Shadow Bolt; Haunt; Wither; Curse of the Satyr; Dark Pact; Curse of the Satyr; Unstable Affliction; Shadow Bolt; Malevolence; Phantom Singularity; Soulburn; Demonic Circle: Teleport; Shadow Bolt; Unstable Affliction; Curse of the Satyr; Unstable Affliction; Haunt; Shadow Bolt; Shadow Bolt,
2025-01-04_21-25-32_-_Phlurbotomy_-_3v3_Empyrean_Domain_(Loss).mp4,2025-01-04T21:25:33,143,0,1,2,0,0,0,0,0,1,Demonic Circle; Agony; Soulburn; Demonic Gateway; Amplify Curse; Curse of the Satyr; Unstable Affliction; Curse of the Satyr; Agony; Phantom Singularity; Wither; Soulburn; Summon Darkglare; Shadow Bolt; Dark Pact; Malevolence; Shadow Bolt; Wither; Malefic Rapture; Curse of the Satyr; Nether Ward; Shadow Bolt; Shadow Bolt; Curse of the Satyr; Agony; Haunt; Unstable Affliction; Curse of the Satyr; Agony; Wither; Wither; Shadow Bolt; Agony; Bull Rush; Curse of Tongues; Healthstone; Soulburn; Demonic Circle: Teleport; Shadow Bolt; Curse of the Satyr; Fear; Unstable Affliction; Fear; Dark Pact; Curse of the Satyr; Fel Domination; Spell Lock; Agony; Unstable Affliction; Shadow Bolt; Haunt; Phantom Singularity; Gladiator's Medallion; Wither; Shadow Bolt; Soulburn; Nether Ward; Curse of the Satyr; Wither; Demonic Gateway; Curse of the Satyr; Malevolence; Shadow Bolt; Agony; Spell Lock; Wither; Curse of Exhaustion; Unstable Affliction; Wither; Curse of the Satyr; Haunt; Shadow Bolt; Amplify Curse; Curse of Exhaustion; Wither; Agony; Wither; Unending Resolve; Malefic Rapture; Howl of Terror; Shadow Bolt; Curse of the Satyr; Dark Pact; Spell Lock; Phantom Singularity; Curse of the Satyr; Nether Ward; Soulburn; Demonic Circle: Teleport; Curse of Exhaustion; Malefic Rapture; Shadow Bolt; Shadow Bolt; Unstable Affliction; Haunt; Curse of the Satyr; Soulburn; Summon Darkglare; Wither; Wither; Agony; Agony; Shadow Bolt; Malevolence; Spell Lock; Curse of the Satyr; Howl of Terror; Curse of the Satyr; Unstable Affliction; Curse of the Satyr; Shadow Bolt; Wither; Wither; Wither; Dark Pact; Soulburn; Demonic Circle: Teleport; Amplify Curse; Curse of Exhaustion; Malefic Rapture; Shadow Bolt; Nether Ward; Fear; Fear; Unstable Affliction; Curse of Exhaustion; Bull Rush; Phantom Singularity; Shadow Bolt; Curse of the Satyr; Shadow Bolt; Agony; Fear; Unstable Affliction; Haunt; Curse of the Satyr; Curse of the Satyr; Wither; Shadow Bolt; Wither; Soulburn; Demonic Circle: Teleport; Howl of Terror,
2025-01-04_21-30-32_-_Phlurbotomy_-_3v3_Dalaran_Sewers_(Win).mp4,2025-01-04T21:31:15,95,1,2,0,3,0,0,0,0,0,Soulburn; Demonic Gateway; Demonic Circle; Unstable Affliction; Amplify Curse; Curse of the Satyr; Curse of the Satyr; Curse of the Satyr; Phantom Singularity; Summon Darkglare; Malevolence; Dark Pact; Shadow Bolt; Curse of the Satyr; Nether Ward; Wither; Demonic Circle: Teleport; Howl of Terror; Fear; Curse of the Satyr; Curse of Exhaustion; Shadow Bolt; Curse of the Satyr; Shadow Bolt; Unending Resolve; Curse of the Satyr; Healthstone; Malefic Rapture; Malefic Rapture; Fear; Unstable Affliction; Haunt; Curse of the Satyr; Malefic Rapture; Shadow Bolt; Bull Rush; Demonic Circle; Curse of Exhaustion; Wither; Grimoire of Sacrifice; Curse of Exhaustion; Dark Pact; Shadow Bolt; Curse of the Satyr; Phantom Singularity; Howl of Terror; Haunt; Shadow Bolt; Nether Ward; Unstable Affliction; Wither; Fear; Curse of the Satyr; Malevolence; Malefic Rapture; Malefic Rapture; Malefic Rapture; Shadow Bolt; Wither; Amplify Curse; Agony; Shadow Bolt; Wither; Curse of the Satyr; Malefic Rapture; Demonic Gateway; Curse of Exhaustion; Shadow Bolt; Curse of the Satyr; Dark Pact; Agony; Curse of Exhaustion; Curse of the Satyr; Unstable Affliction; Fear; Shadow Bolt; Nether Ward; Phantom Singularity; Curse of the Satyr; Howl of Terror; Shadow Bolt; Wither; Soulburn; Summon Darkglare; Shadow Bolt; Haunt; Agony; Curse of Exhaustion; Spell Lock; Shadow Bolt; Malevolence; Malefic Rapture; Dark Pact; Shadow Bolt; Agony,
